Using cpu device
---------------------------------
| rollout/           |          |
|    loss                 | -0.0368     |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.0079     |
|    value_loss           | 0.0711      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 62          |
|    ep_rew_mean          | -6.61       |
| time/                   |             |
|    fps                  | 997         |
|    iterations           | 6           |
|    time_elapsed         | 49          |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.010523515 |
|    clip_fraction        | 0.0987      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.46       |
|    explained_variance   | 0.378       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0766     |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.00772    |
|    value_loss           | 0.0236      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57.4        |
|    ep_rew_mean          | -7.3        |
| time/                   |             |
|    fps                  | 947         |
|    iterations           | 7           |
|    time_elapsed         | 60          |
|    total_timesteps      | 57344       |
| train/                  |             |
|    approx_kl            | 0.011575936 |
|    clip_fraction        | 0.122       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.42       |
|    explained_variance   | 0.348       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0652     |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.00721    |
|    value_loss           | 0.04        |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 75.8      |
|    ep_rew_mean          | -8.82     |
| time/                   |           |
|    fps                  | 924       |
|    iterations           | 8         |
|    time_elapsed         | 70        |
|    total_timesteps      | 65536     |
| train/                  |           |
|    approx_kl            | 0.0081573 |
|    clip_fraction        | 0.0814    |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.35     |
|    explained_variance   | 0.532     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0914   |
|    n_updates            | 70        |
|    policy_gradient_loss | -0.00733  |
|    value_loss           | 0.0236    |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.1        |
|    ep_rew_mean          | -3.72       |
| time/                   |             |
|    fps                  | 917         |
|    iterations           | 9           |
|    time_elapsed         | 80          |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.006101397 |
|    clip_fraction        | 0.0289      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.35       |
|    explained_variance   | 0.731       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0582     |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.00213    |
|    value_loss           | 0.0152      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 45.8         |
|    ep_rew_mean          | -3.07        |
| time/                   |              |
|    fps                  | 911          |
|    iterations           | 10           |
|    time_elapsed         | 89           |
|    total_timesteps      | 81920        |
| train/                  |              |
|    approx_kl            | 0.0053653014 |
|    clip_fraction        | 0.0506       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.34        |
|    explained_variance   | 0.749        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0507      |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.0054      |
|    value_loss           | 0.025        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 39           |
|    ep_rew_mean          | -4.25        |
| time/                   |              |
|    fps                  | 905          |
|    iterations           | 11           |
|    time_elapsed         | 99           |
|    total_timesteps      | 90112        |
| train/                  |              |
|    approx_kl            | 0.0074763466 |
|    clip_fraction        | 0.0713       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.26        |
|    explained_variance   | 0.744        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0599      |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00514     |
|    value_loss           | 0.0164       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 34.5         |
|    ep_rew_mean          | -1.93        |
| time/                   |              |
|    fps                  | 901          |
|    iterations           | 12           |
|    time_elapsed         | 109          |
|    total_timesteps      | 98304        |
| train/                  |              |
|    approx_kl            | 0.0038824922 |
|    clip_fraction        | 0.0342       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.28        |
|    explained_variance   | 0.76         |
|    learning_rate        | 0.0003       |
|    loss                 | -0.083       |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.00262     |
|    value_loss           | 0.0262       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 49.4         |
|    ep_rew_mean          | -3.12        |
| time/                   |              |
|    fps                  | 890          |
|    iterations           | 13           |
|    time_elapsed         | 119          |
|    total_timesteps      | 106496       |
| train/                  |              |
|    approx_kl            | 0.0044676494 |
|    clip_fraction        | 0.0382       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.29        |
|    explained_variance   | 0.765        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0475      |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.000953    |
|    value_loss           | 0.0325       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 69.5        |
|    ep_rew_mean          | -5.47       |
| time/                   |             |
|    fps                  | 887         |
|    iterations           | 14          |
|    time_elapsed         | 129         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.005600975 |
|    clip_fraction        | 0.0386      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.29       |
|    explained_variance   | 0.757       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0731     |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.00282    |
|    value_loss           | 0.0213      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 25.9        |
|    ep_rew_mean          | -1.53       |
| time/                   |             |
|    fps                  | 882         |
|    iterations           | 15          |
|    time_elapsed         | 139         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.004656311 |
|    clip_fraction        | 0.0476      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.29       |
|    explained_variance   | 0.842       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0601     |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.00173    |
|    value_loss           | 0.0218      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 26.8        |
|    ep_rew_mean          | -0.782      |
| time/                   |             |
|    fps                  | 878         |
|    iterations           | 16          |
|    time_elapsed         | 149         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.005339569 |
|    clip_fraction        | 0.0305      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.26       |
|    explained_variance   | 0.765       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0701     |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.0027     |
|    value_loss           | 0.0238      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37.1        |
|    ep_rew_mean          | -2.12       |
| time/                   |             |
|    fps                  | 873         |
|    iterations           | 17          |
|    time_elapsed         | 159         |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.005628134 |
|    clip_fraction        | 0.039       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.26       |
|    explained_variance   | 0.691       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.038      |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.00195    |
|    value_loss           | 0.0355      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.3         |
|    ep_rew_mean          | -4.68        |
| time/                   |              |
|    fps                  | 867          |
|    iterations           | 18           |
|    time_elapsed         | 170          |
|    total_timesteps      | 147456       |
| train/                  |              |
|    approx_kl            | 0.0037131305 |
|    clip_fraction        | 0.0378       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.22        |
|    explained_variance   | 0.827        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0517      |
|    n_updates            | 170          |
|    policy_gradient_loss | -0.00361     |
|    value_loss           | 0.0174       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.5        |
|    ep_rew_mean          | -2.57       |
| time/                   |             |
|    fps                  | 857         |
|    iterations           | 19          |
|    time_elapsed         | 181         |
|    total_timesteps      | 155648      |
| train/                  |             |
|    approx_kl            | 0.004035662 |
|    clip_fraction        | 0.023       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.25       |
|    explained_variance   | 0.837       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0645     |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.00101    |
|    value_loss           | 0.0244      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 69.1         |
|    ep_rew_mean          | -3.44        |
| time/                   |              |
|    fps                  | 857          |
|    iterations           | 20           |
|    time_elapsed         | 190          |
|    total_timesteps      | 163840       |
| train/                  |              |
|    approx_kl            | 0.0061195865 |
|    clip_fraction        | 0.0287       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.21        |
|    explained_variance   | 0.847        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0595      |
|    n_updates            | 190          |
|    policy_gradient_loss | -0.00194     |
|    value_loss           | 0.0204       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34.2        |
|    ep_rew_mean          | -0.875      |
| time/                   |             |
|    fps                  | 858         |
|    iterations           | 21          |
|    time_elapsed         | 200         |
|    total_timesteps      | 172032      |
| train/                  |             |
|    approx_kl            | 0.009903841 |
|    clip_fraction        | 0.0517      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.2        |
|    explained_variance   | 0.803       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0103     |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.00186    |
|    value_loss           | 0.0223      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 31.4        |
|    ep_rew_mean          | -1.8        |
| time/                   |             |
|    fps                  | 856         |
|    iterations           | 22          |
|    time_elapsed         | 210         |
|    total_timesteps      | 180224      |
| train/                  |             |
|    approx_kl            | 0.009438543 |
|    clip_fraction        | 0.0557      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.2        |
|    explained_variance   | 0.88        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0681     |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.00311    |
|    value_loss           | 0.0191      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 31.1         |
|    ep_rew_mean          | -2.16        |
| time/                   |              |
|    fps                  | 856          |
|    iterations           | 23           |
|    time_elapsed         | 219          |
|    total_timesteps      | 188416       |
| train/                  |              |
|    approx_kl            | 0.0076727746 |
|    clip_fraction        | 0.071        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.19        |
|    explained_variance   | 0.808        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0387      |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.00317     |
|    value_loss           | 0.0276       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 39.8         |
|    ep_rew_mean          | -1.25        |
| time/                   |              |
|    fps                  | 850          |
|    iterations           | 24           |
|    time_elapsed         | 231          |
|    total_timesteps      | 196608       |
| train/                  |              |
|    approx_kl            | 0.0038945756 |
|    clip_fraction        | 0.0193       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.18        |
|    explained_variance   | 0.815        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.048       |
|    n_updates            | 230          |
|    policy_gradient_loss | -0.00116     |
|    value_loss           | 0.0232       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 34.2         |
|    ep_rew_mean          | -1.9         |
| time/                   |              |
|    fps                  | 849          |
|    iterations           | 25           |
|    time_elapsed         | 241          |
|    total_timesteps      | 204800       |
| train/                  |              |
|    approx_kl            | 0.0024855183 |
|    clip_fraction        | 0.0169       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.16        |
|    explained_variance   | 0.839        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0679      |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.000421    |
|    value_loss           | 0.0165       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 19.8        |
|    ep_rew_mean          | -1.1        |
| time/                   |             |
|    fps                  | 837         |
|    iterations           | 26          |
|    time_elapsed         | 254         |
|    total_timesteps      | 212992      |
| train/                  |             |
|    approx_kl            | 0.010151986 |
|    clip_fraction        | 0.0415      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.18       |
|    explained_variance   | 0.794       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.074      |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.00276    |
|    value_loss           | 0.0298      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 25.9        |
|    ep_rew_mean          | -0.932      |
| time/                   |             |
|    fps                  | 827         |
|    iterations           | 27          |
|    time_elapsed         | 267         |
|    total_timesteps      | 221184      |
| train/                  |             |
|    approx_kl            | 0.009386275 |
|    clip_fraction        | 0.0498      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.16       |
|    explained_variance   | 0.771       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0257     |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.0021     |
|    value_loss           | 0.0464      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.7        |
|    ep_rew_mean          | -1.57       |
| time/                   |             |
|    fps                  | 817         |
|    iterations           | 28          |
|    time_elapsed         | 280         |
|    total_timesteps      | 229376      |
| train/                  |             |
|    approx_kl            | 0.007917658 |
|    clip_fraction        | 0.0488      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.16       |
|    explained_variance   | 0.802       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0514     |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.00214    |
|    value_loss           | 0.0266      |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 26.5      |
|    ep_rew_mean          | 0.368     |
| time/                   |           |
|    fps                  | 806       |
|    iterations           | 29        |
|    time_elapsed         | 294       |
|    total_timesteps      | 237568    |
| train/                  |           |
|    approx_kl            | 0.0088825 |
|    clip_fraction        | 0.0482    |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.15     |
|    explained_variance   | 0.788     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0517   |
|    n_updates            | 280       |
|    policy_gradient_loss | -0.0018   |
|    value_loss           | 0.0365    |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 46.5        |
|    ep_rew_mean          | -2.1        |
| time/                   |             |
|    fps                  | 788         |
|    iterations           | 30          |
|    time_elapsed         | 311         |
|    total_timesteps      | 245760      |
| train/                  |             |
|    approx_kl            | 0.006955649 |
|    clip_fraction        | 0.0277      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.14       |
|    explained_variance   | 0.633       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0868     |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.00146    |
|    value_loss           | 0.0393      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 10.3        |
|    ep_rew_mean          | -0.172      |
| time/                   |             |
|    fps                  | 776         |
|    iterations           | 31          |
|    time_elapsed         | 327         |
|    total_timesteps      | 253952      |
| train/                  |             |
|    approx_kl            | 0.008297841 |
|    clip_fraction        | 0.0577      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.15       |
|    explained_variance   | 0.856       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0708     |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.00375    |
|    value_loss           | 0.0229      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 11.2        |
|    ep_rew_mean          | -0.467      |
| time/                   |             |
|    fps                  | 766         |
|    iterations           | 32          |
|    time_elapsed         | 342         |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.009202329 |
|    clip_fraction        | 0.0684      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.14       |
|    explained_variance   | 0.756       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0571     |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.00366    |
|    value_loss           | 0.033       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 28.9        |
|    ep_rew_mean          | -1.25       |
| time/                   |             |
|    fps                  | 755         |
|    iterations           | 33          |
|    time_elapsed         | 357         |
|    total_timesteps      | 270336      |
| train/                  |             |
|    approx_kl            | 0.008794799 |
|    clip_fraction        | 0.0455      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.15       |
|    explained_variance   | 0.669       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0205     |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.00159    |
|    value_loss           | 0.0587      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 26         |
|    ep_rew_mean          | -1.43      |
| time/                   |            |
|    fps                  | 747        |
|    iterations           | 34         |
|    time_elapsed         | 372        |
|    total_timesteps      | 278528     |
| train/                  |            |
|    approx_kl            | 0.00802287 |
|    clip_fraction        | 0.0538     |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.17      |
|    explained_variance   | 0.681      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.061     |
|    n_updates            | 330        |
|    policy_gradient_loss | -0.00238   |
|    value_loss           | 0.0423     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 25.5        |
|    ep_rew_mean          | -1.14       |
| time/                   |             |
|    fps                  | 743         |
|    iterations           | 35          |
|    time_elapsed         | 385         |
|    total_timesteps      | 286720      |
| train/                  |             |
|    approx_kl            | 0.007443568 |
|    clip_fraction        | 0.0468      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.19       |
|    explained_variance   | 0.833       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0303     |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.00304    |
|    value_loss           | 0.0414      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 38          |
|    ep_rew_mean          | -0.381      |
| time/                   |             |
|    fps                  | 734         |
|    iterations           | 36          |
|    time_elapsed         | 401         |
|    total_timesteps      | 294912      |
| train/                  |             |
|    approx_kl            | 0.004573373 |
|    clip_fraction        | 0.025       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.18       |
|    explained_variance   | 0.685       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00616     |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.00156    |
|    value_loss           | 0.0537      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 29.3        |
|    ep_rew_mean          | -0.874      |
| time/                   |             |
|    fps                  | 731         |
|    iterations           | 37          |
|    time_elapsed         | 414         |
|    total_timesteps      | 303104      |
| train/                  |             |
|    approx_kl            | 0.005850404 |
|    clip_fraction        | 0.0212      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.16       |
|    explained_variance   | 0.757       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0498     |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00199    |
|    value_loss           | 0.0374      |
-----------------------------------------
Saved policy to models\grid_search_v1\c4_lam0.5_ent0.05_net64_seed100.zip
