Using cpu device
---------------------------------
| rollout/           |          |
|    approx_kl            | 0.009181453 |
|    clip_fraction        | 0.046       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.27       |
|    explained_variance   | 0.864       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0578     |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.00201    |
|    value_loss           | 0.0145      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 87.2        |
|    ep_rew_mean          | -27.2       |
| time/                   |             |
|    fps                  | 546         |
|    iterations           | 11          |
|    time_elapsed         | 164         |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.006227627 |
|    clip_fraction        | 0.0464      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.23       |
|    explained_variance   | 0.881       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0602     |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.00312    |
|    value_loss           | 0.0145      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 81          |
|    ep_rew_mean          | -18.2       |
| time/                   |             |
|    fps                  | 548         |
|    iterations           | 12          |
|    time_elapsed         | 179         |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.008565042 |
|    clip_fraction        | 0.0531      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.24       |
|    explained_variance   | 0.931       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0882     |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.00132    |
|    value_loss           | 0.0158      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 76.2        |
|    ep_rew_mean          | -14.7       |
| time/                   |             |
|    fps                  | 555         |
|    iterations           | 13          |
|    time_elapsed         | 191         |
|    total_timesteps      | 106496      |
| train/                  |             |
|    approx_kl            | 0.006396763 |
|    clip_fraction        | 0.0349      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.22       |
|    explained_variance   | 0.938       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.05       |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.00134    |
|    value_loss           | 0.012       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 82.1         |
|    ep_rew_mean          | -24.8        |
| time/                   |              |
|    fps                  | 561          |
|    iterations           | 14           |
|    time_elapsed         | 204          |
|    total_timesteps      | 114688       |
| train/                  |              |
|    approx_kl            | 0.0059010787 |
|    clip_fraction        | 0.0342       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.19        |
|    explained_variance   | 0.863        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0403      |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.003       |
|    value_loss           | 0.0104       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 65.9        |
|    ep_rew_mean          | -15.8       |
| time/                   |             |
|    fps                  | 565         |
|    iterations           | 15          |
|    time_elapsed         | 217         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.021725688 |
|    clip_fraction        | 0.046       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.26       |
|    explained_variance   | 0.89        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0806     |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.000288   |
|    value_loss           | 0.0188      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 80.8         |
|    ep_rew_mean          | -19.3        |
| time/                   |              |
|    fps                  | 569          |
|    iterations           | 16           |
|    time_elapsed         | 230          |
|    total_timesteps      | 131072       |
| train/                  |              |
|    approx_kl            | 0.0046741595 |
|    clip_fraction        | 0.0306       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.22        |
|    explained_variance   | 0.909        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0481      |
|    n_updates            | 150          |
|    policy_gradient_loss | -0.00226     |
|    value_loss           | 0.0118       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 75.5        |
|    ep_rew_mean          | -18.9       |
| time/                   |             |
|    fps                  | 569         |
|    iterations           | 17          |
|    time_elapsed         | 244         |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.006160752 |
|    clip_fraction        | 0.0464      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.18       |
|    explained_variance   | 0.943       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0563     |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.00447    |
|    value_loss           | 0.0132      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 69.1        |
|    ep_rew_mean          | -16.6       |
| time/                   |             |
|    fps                  | 568         |
|    iterations           | 18          |
|    time_elapsed         | 259         |
|    total_timesteps      | 147456      |
| train/                  |             |
|    approx_kl            | 0.004950381 |
|    clip_fraction        | 0.0338      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.17       |
|    explained_variance   | 0.939       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0606     |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.00209    |
|    value_loss           | 0.0132      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 87.2        |
|    ep_rew_mean          | -14.7       |
| time/                   |             |
|    fps                  | 573         |
|    iterations           | 19          |
|    time_elapsed         | 271         |
|    total_timesteps      | 155648      |
| train/                  |             |
|    approx_kl            | 0.006365672 |
|    clip_fraction        | 0.0573      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.16       |
|    explained_variance   | 0.934       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0265     |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.00356    |
|    value_loss           | 0.00869     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 81.2        |
|    ep_rew_mean          | -16.8       |
| time/                   |             |
|    fps                  | 576         |
|    iterations           | 20          |
|    time_elapsed         | 284         |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.005298014 |
|    clip_fraction        | 0.0426      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.15       |
|    explained_variance   | 0.927       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0593     |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.00114    |
|    value_loss           | 0.00963     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 65.7        |
|    ep_rew_mean          | -12.9       |
| time/                   |             |
|    fps                  | 578         |
|    iterations           | 21          |
|    time_elapsed         | 297         |
|    total_timesteps      | 172032      |
| train/                  |             |
|    approx_kl            | 0.007962334 |
|    clip_fraction        | 0.0711      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.16       |
|    explained_variance   | 0.918       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0685     |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.00494    |
|    value_loss           | 0.0154      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 102          |
|    ep_rew_mean          | -26.3        |
| time/                   |              |
|    fps                  | 577          |
|    iterations           | 22           |
|    time_elapsed         | 312          |
|    total_timesteps      | 180224       |
| train/                  |              |
|    approx_kl            | 0.0051052882 |
|    clip_fraction        | 0.0306       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.959        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0521      |
|    n_updates            | 210          |
|    policy_gradient_loss | -0.00136     |
|    value_loss           | 0.01         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 86.2        |
|    ep_rew_mean          | -19         |
| time/                   |             |
|    fps                  | 581         |
|    iterations           | 23          |
|    time_elapsed         | 324         |
|    total_timesteps      | 188416      |
| train/                  |             |
|    approx_kl            | 0.015025213 |
|    clip_fraction        | 0.054       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.18       |
|    explained_variance   | 0.932       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0778     |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.00151    |
|    value_loss           | 0.0158      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 81.3         |
|    ep_rew_mean          | -13.5        |
| time/                   |              |
|    fps                  | 583          |
|    iterations           | 24           |
|    time_elapsed         | 336          |
|    total_timesteps      | 196608       |
| train/                  |              |
|    approx_kl            | 0.0066747083 |
|    clip_fraction        | 0.043        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.15        |
|    explained_variance   | 0.962        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0521      |
|    n_updates            | 230          |
|    policy_gradient_loss | -0.000689    |
|    value_loss           | 0.00894      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 93.6         |
|    ep_rew_mean          | -13.7        |
| time/                   |              |
|    fps                  | 585          |
|    iterations           | 25           |
|    time_elapsed         | 349          |
|    total_timesteps      | 204800       |
| train/                  |              |
|    approx_kl            | 0.0040783994 |
|    clip_fraction        | 0.0226       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.86         |
|    learning_rate        | 0.0003       |
|    loss                 | -0.059       |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.00196     |
|    value_loss           | 0.00928      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 68.7         |
|    ep_rew_mean          | -9.53        |
| time/                   |              |
|    fps                  | 584          |
|    iterations           | 26           |
|    time_elapsed         | 364          |
|    total_timesteps      | 212992       |
| train/                  |              |
|    approx_kl            | 0.0059147626 |
|    clip_fraction        | 0.0294       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.13        |
|    explained_variance   | 0.921        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.052       |
|    n_updates            | 250          |
|    policy_gradient_loss | -0.000992    |
|    value_loss           | 0.00909      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 75          |
|    ep_rew_mean          | -11.7       |
| time/                   |             |
|    fps                  | 588         |
|    iterations           | 27          |
|    time_elapsed         | 375         |
|    total_timesteps      | 221184      |
| train/                  |             |
|    approx_kl            | 0.007807182 |
|    clip_fraction        | 0.049       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.12       |
|    explained_variance   | 0.894       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0662     |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.00183    |
|    value_loss           | 0.0121      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 66.5         |
|    ep_rew_mean          | -11.7        |
| time/                   |              |
|    fps                  | 594          |
|    iterations           | 28           |
|    time_elapsed         | 385          |
|    total_timesteps      | 229376       |
| train/                  |              |
|    approx_kl            | 0.0078443205 |
|    clip_fraction        | 0.0322       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.932        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0459      |
|    n_updates            | 270          |
|    policy_gradient_loss | -0.0017      |
|    value_loss           | 0.0114       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 87.3         |
|    ep_rew_mean          | -16          |
| time/                   |              |
|    fps                  | 600          |
|    iterations           | 29           |
|    time_elapsed         | 395          |
|    total_timesteps      | 237568       |
| train/                  |              |
|    approx_kl            | 0.0044541205 |
|    clip_fraction        | 0.025        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.12        |
|    explained_variance   | 0.902        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0388      |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.000311    |
|    value_loss           | 0.00936      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 62.5        |
|    ep_rew_mean          | -11         |
| time/                   |             |
|    fps                  | 605         |
|    iterations           | 30          |
|    time_elapsed         | 405         |
|    total_timesteps      | 245760      |
| train/                  |             |
|    approx_kl            | 0.003329472 |
|    clip_fraction        | 0.0206      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.14       |
|    explained_variance   | 0.885       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0162     |
|    n_updates            | 290         |
|    policy_gradient_loss | 0.000382    |
|    value_loss           | 0.0126      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 98.5         |
|    ep_rew_mean          | -18.3        |
| time/                   |              |
|    fps                  | 609          |
|    iterations           | 31           |
|    time_elapsed         | 416          |
|    total_timesteps      | 253952       |
| train/                  |              |
|    approx_kl            | 0.0057630944 |
|    clip_fraction        | 0.021        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.889        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0545      |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.00121     |
|    value_loss           | 0.0188       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.6        |
|    ep_rew_mean          | -11.4       |
| time/                   |             |
|    fps                  | 613         |
|    iterations           | 32          |
|    time_elapsed         | 427         |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.005717877 |
|    clip_fraction        | 0.0279      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.13       |
|    explained_variance   | 0.911       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0495     |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.000433   |
|    value_loss           | 0.0112      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 77.9         |
|    ep_rew_mean          | -9.99        |
| time/                   |              |
|    fps                  | 616          |
|    iterations           | 33           |
|    time_elapsed         | 438          |
|    total_timesteps      | 270336       |
| train/                  |              |
|    approx_kl            | 0.0034700618 |
|    clip_fraction        | 0.0262       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.911        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0379      |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.00075     |
|    value_loss           | 0.0174       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57.3        |
|    ep_rew_mean          | -9.02       |
| time/                   |             |
|    fps                  | 621         |
|    iterations           | 34          |
|    time_elapsed         | 448         |
|    total_timesteps      | 278528      |
| train/                  |             |
|    approx_kl            | 0.009467563 |
|    clip_fraction        | 0.0523      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.12       |
|    explained_variance   | 0.822       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.024      |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.00519    |
|    value_loss           | 0.012       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 71.8         |
|    ep_rew_mean          | -8.25        |
| time/                   |              |
|    fps                  | 624          |
|    iterations           | 35           |
|    time_elapsed         | 459          |
|    total_timesteps      | 286720       |
| train/                  |              |
|    approx_kl            | 0.0059663355 |
|    clip_fraction        | 0.0269       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.12        |
|    explained_variance   | 0.887        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0629      |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.000969    |
|    value_loss           | 0.0131       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 66.5        |
|    ep_rew_mean          | -12         |
| time/                   |             |
|    fps                  | 627         |
|    iterations           | 36          |
|    time_elapsed         | 469         |
|    total_timesteps      | 294912      |
| train/                  |             |
|    approx_kl            | 0.005208803 |
|    clip_fraction        | 0.0157      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.12       |
|    explained_variance   | 0.806       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0413     |
|    n_updates            | 350         |
|    policy_gradient_loss | 0.000211    |
|    value_loss           | 0.0129      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 71.7         |
|    ep_rew_mean          | -9.74        |
| time/                   |              |
|    fps                  | 630          |
|    iterations           | 37           |
|    time_elapsed         | 480          |
|    total_timesteps      | 303104       |
| train/                  |              |
|    approx_kl            | 0.0060330154 |
|    clip_fraction        | 0.0352       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.12        |
|    explained_variance   | 0.804        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0577      |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.000516    |
|    value_loss           | 0.0117       |
------------------------------------------
Saved policy to models\grid_search_v1\c7_lam2.0_ent0.05_net128_seed200.zip
