Using cpu device
---------------------------------
| rollout/           |          |
|    explained_variance   | 0.795       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0256      |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.00308    |
|    value_loss           | 0.0119      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 60.5         |
|    ep_rew_mean          | -12.3        |
| time/                   |              |
|    fps                  | 350          |
|    iterations           | 9            |
|    time_elapsed         | 210          |
|    total_timesteps      | 73728        |
| train/                  |              |
|    approx_kl            | 0.0073239296 |
|    clip_fraction        | 0.067        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.02        |
|    explained_variance   | 0.868        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0106      |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.00416     |
|    value_loss           | 0.0063       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 54.9        |
|    ep_rew_mean          | -11.8       |
| time/                   |             |
|    fps                  | 351         |
|    iterations           | 10          |
|    time_elapsed         | 233         |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.013193847 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.06       |
|    explained_variance   | 0.781       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0302      |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.00408    |
|    value_loss           | 0.026       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 78.2        |
|    ep_rew_mean          | -12.8       |
| time/                   |             |
|    fps                  | 349         |
|    iterations           | 11          |
|    time_elapsed         | 258         |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.014077642 |
|    clip_fraction        | 0.0797      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.03       |
|    explained_variance   | 0.805       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0324      |
|    n_updates            | 100         |
|    policy_gradient_loss | 0.00059     |
|    value_loss           | 0.0346      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 53.8         |
|    ep_rew_mean          | -4.97        |
| time/                   |              |
|    fps                  | 349          |
|    iterations           | 12           |
|    time_elapsed         | 281          |
|    total_timesteps      | 98304        |
| train/                  |              |
|    approx_kl            | 0.0076645734 |
|    clip_fraction        | 0.0589       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.969       |
|    explained_variance   | 0.889        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0225       |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.00173     |
|    value_loss           | 0.0203       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 33.2         |
|    ep_rew_mean          | -4.91        |
| time/                   |              |
|    fps                  | 343          |
|    iterations           | 13           |
|    time_elapsed         | 309          |
|    total_timesteps      | 106496       |
| train/                  |              |
|    approx_kl            | 0.0054339916 |
|    clip_fraction        | 0.0458       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.962       |
|    explained_variance   | 0.906        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00673     |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.00253     |
|    value_loss           | 0.0107       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 53.9         |
|    ep_rew_mean          | -5.55        |
| time/                   |              |
|    fps                  | 339          |
|    iterations           | 14           |
|    time_elapsed         | 337          |
|    total_timesteps      | 114688       |
| train/                  |              |
|    approx_kl            | 0.0047843545 |
|    clip_fraction        | 0.0495       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.01        |
|    explained_variance   | 0.872        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00153     |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.00103     |
|    value_loss           | 0.0205       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 69          |
|    ep_rew_mean          | -9.5        |
| time/                   |             |
|    fps                  | 337         |
|    iterations           | 15          |
|    time_elapsed         | 363         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.007462209 |
|    clip_fraction        | 0.0855      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.908      |
|    explained_variance   | 0.907       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.006      |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.00226    |
|    value_loss           | 0.00937     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 69           |
|    ep_rew_mean          | -7.84        |
| time/                   |              |
|    fps                  | 328          |
|    iterations           | 16           |
|    time_elapsed         | 399          |
|    total_timesteps      | 131072       |
| train/                  |              |
|    approx_kl            | 0.0051981094 |
|    clip_fraction        | 0.0462       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.966       |
|    explained_variance   | 0.908        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0067       |
|    n_updates            | 150          |
|    policy_gradient_loss | -0.00088     |
|    value_loss           | 0.0172       |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 75         |
|    ep_rew_mean          | -9.69      |
| time/                   |            |
|    fps                  | 330        |
|    iterations           | 17         |
|    time_elapsed         | 421        |
|    total_timesteps      | 139264     |
| train/                  |            |
|    approx_kl            | 0.00622854 |
|    clip_fraction        | 0.045      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.907     |
|    explained_variance   | 0.903      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0109    |
|    n_updates            | 160        |
|    policy_gradient_loss | -0.00163   |
|    value_loss           | 0.0152     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 70.2        |
|    ep_rew_mean          | -9.15       |
| time/                   |             |
|    fps                  | 331         |
|    iterations           | 18          |
|    time_elapsed         | 444         |
|    total_timesteps      | 147456      |
| train/                  |             |
|    approx_kl            | 0.017179172 |
|    clip_fraction        | 0.0526      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.93       |
|    explained_variance   | 0.873       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00999    |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.000228   |
|    value_loss           | 0.0208      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 49           |
|    ep_rew_mean          | -5.5         |
| time/                   |              |
|    fps                  | 328          |
|    iterations           | 19           |
|    time_elapsed         | 474          |
|    total_timesteps      | 155648       |
| train/                  |              |
|    approx_kl            | 0.0028557503 |
|    clip_fraction        | 0.0399       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.897       |
|    explained_variance   | 0.857        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.000292    |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.0018      |
|    value_loss           | 0.0107       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 57.2         |
|    ep_rew_mean          | -6.5         |
| time/                   |              |
|    fps                  | 328          |
|    iterations           | 20           |
|    time_elapsed         | 498          |
|    total_timesteps      | 163840       |
| train/                  |              |
|    approx_kl            | 0.0051845843 |
|    clip_fraction        | 0.0515       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.844       |
|    explained_variance   | 0.939        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0196      |
|    n_updates            | 190          |
|    policy_gradient_loss | -0.00156     |
|    value_loss           | 0.00927      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 45.8         |
|    ep_rew_mean          | -4.97        |
| time/                   |              |
|    fps                  | 329          |
|    iterations           | 21           |
|    time_elapsed         | 522          |
|    total_timesteps      | 172032       |
| train/                  |              |
|    approx_kl            | 0.0040746303 |
|    clip_fraction        | 0.0303       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.843       |
|    explained_variance   | 0.918        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0181      |
|    n_updates            | 200          |
|    policy_gradient_loss | 0.000245     |
|    value_loss           | 0.0119       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.4         |
|    ep_rew_mean          | -5.75        |
| time/                   |              |
|    fps                  | 330          |
|    iterations           | 22           |
|    time_elapsed         | 545          |
|    total_timesteps      | 180224       |
| train/                  |              |
|    approx_kl            | 0.0044318107 |
|    clip_fraction        | 0.0359       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.833       |
|    explained_variance   | 0.927        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0172      |
|    n_updates            | 210          |
|    policy_gradient_loss | -0.000552    |
|    value_loss           | 0.0106       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 48.8         |
|    ep_rew_mean          | -5.14        |
| time/                   |              |
|    fps                  | 332          |
|    iterations           | 23           |
|    time_elapsed         | 567          |
|    total_timesteps      | 188416       |
| train/                  |              |
|    approx_kl            | 0.0033527575 |
|    clip_fraction        | 0.0323       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.849       |
|    explained_variance   | 0.878        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0112       |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.000854    |
|    value_loss           | 0.0137       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 54.8         |
|    ep_rew_mean          | -5.99        |
| time/                   |              |
|    fps                  | 330          |
|    iterations           | 24           |
|    time_elapsed         | 595          |
|    total_timesteps      | 196608       |
| train/                  |              |
|    approx_kl            | 0.0032001333 |
|    clip_fraction        | 0.039        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.856       |
|    explained_variance   | 0.925        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00762     |
|    n_updates            | 230          |
|    policy_gradient_loss | 0.000414     |
|    value_loss           | 0.00852      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.1        |
|    ep_rew_mean          | -7.34       |
| time/                   |             |
|    fps                  | 330         |
|    iterations           | 25          |
|    time_elapsed         | 619         |
|    total_timesteps      | 204800      |
| train/                  |             |
|    approx_kl            | 0.004292559 |
|    clip_fraction        | 0.0387      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.867      |
|    explained_variance   | 0.874       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0112      |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.00115    |
|    value_loss           | 0.0176      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.6        |
|    ep_rew_mean          | -3.93       |
| time/                   |             |
|    fps                  | 331         |
|    iterations           | 26          |
|    time_elapsed         | 642         |
|    total_timesteps      | 212992      |
| train/                  |             |
|    approx_kl            | 0.004953497 |
|    clip_fraction        | 0.0434      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.853      |
|    explained_variance   | 0.872       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0135      |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.00118    |
|    value_loss           | 0.018       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 45.8         |
|    ep_rew_mean          | -3.98        |
| time/                   |              |
|    fps                  | 330          |
|    iterations           | 27           |
|    time_elapsed         | 669          |
|    total_timesteps      | 221184       |
| train/                  |              |
|    approx_kl            | 0.0038066744 |
|    clip_fraction        | 0.0326       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.737       |
|    explained_variance   | 0.838        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0144      |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.00121     |
|    value_loss           | 0.0162       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.8        |
|    ep_rew_mean          | -4.81       |
| time/                   |             |
|    fps                  | 330         |
|    iterations           | 28          |
|    time_elapsed         | 693         |
|    total_timesteps      | 229376      |
| train/                  |             |
|    approx_kl            | 0.004854433 |
|    clip_fraction        | 0.0401      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.695      |
|    explained_variance   | 0.855       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0218      |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.00036    |
|    value_loss           | 0.0157      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 27.5         |
|    ep_rew_mean          | -3.23        |
| time/                   |              |
|    fps                  | 331          |
|    iterations           | 29           |
|    time_elapsed         | 715          |
|    total_timesteps      | 237568       |
| train/                  |              |
|    approx_kl            | 0.0042832494 |
|    clip_fraction        | 0.0481       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.691       |
|    explained_variance   | 0.863        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0207      |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.00316     |
|    value_loss           | 0.0105       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 37.1         |
|    ep_rew_mean          | -3.97        |
| time/                   |              |
|    fps                  | 331          |
|    iterations           | 30           |
|    time_elapsed         | 740          |
|    total_timesteps      | 245760       |
| train/                  |              |
|    approx_kl            | 0.0044761156 |
|    clip_fraction        | 0.0704       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.774       |
|    explained_variance   | 0.871        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0286      |
|    n_updates            | 290          |
|    policy_gradient_loss | -0.000943    |
|    value_loss           | 0.0148       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 31.7         |
|    ep_rew_mean          | -4.47        |
| time/                   |              |
|    fps                  | 331          |
|    iterations           | 31           |
|    time_elapsed         | 766          |
|    total_timesteps      | 253952       |
| train/                  |              |
|    approx_kl            | 0.0030956871 |
|    clip_fraction        | 0.0308       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.818       |
|    explained_variance   | 0.883        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0125       |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.000405    |
|    value_loss           | 0.0252       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 39.3        |
|    ep_rew_mean          | -3.77       |
| time/                   |             |
|    fps                  | 330         |
|    iterations           | 32          |
|    time_elapsed         | 792         |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.004936964 |
|    clip_fraction        | 0.0646      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.799      |
|    explained_variance   | 0.586       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0109      |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.000342   |
|    value_loss           | 0.0242      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 45          |
|    ep_rew_mean          | -4.14       |
| time/                   |             |
|    fps                  | 331         |
|    iterations           | 33          |
|    time_elapsed         | 815         |
|    total_timesteps      | 270336      |
| train/                  |             |
|    approx_kl            | 0.004328813 |
|    clip_fraction        | 0.0414      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.805      |
|    explained_variance   | 0.758       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00687    |
|    n_updates            | 320         |
|    policy_gradient_loss | 0.000973    |
|    value_loss           | 0.0153      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.8         |
|    ep_rew_mean          | -3.29        |
| time/                   |              |
|    fps                  | 332          |
|    iterations           | 34           |
|    time_elapsed         | 837          |
|    total_timesteps      | 278528       |
| train/                  |              |
|    approx_kl            | 0.0060246154 |
|    clip_fraction        | 0.0406       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.751       |
|    explained_variance   | 0.707        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0335       |
|    n_updates            | 330          |
|    policy_gradient_loss | -0.000563    |
|    value_loss           | 0.0197       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 49.3         |
|    ep_rew_mean          | -6.23        |
| time/                   |              |
|    fps                  | 332          |
|    iterations           | 35           |
|    time_elapsed         | 863          |
|    total_timesteps      | 286720       |
| train/                  |              |
|    approx_kl            | 0.0054903897 |
|    clip_fraction        | 0.0444       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.784       |
|    explained_variance   | 0.805        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.000937    |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.000864    |
|    value_loss           | 0.0213       |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 39.9       |
|    ep_rew_mean          | -4         |
| time/                   |            |
|    fps                  | 332        |
|    iterations           | 36         |
|    time_elapsed         | 887        |
|    total_timesteps      | 294912     |
| train/                  |            |
|    approx_kl            | 0.00791791 |
|    clip_fraction        | 0.0565     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.764     |
|    explained_variance   | 0.584      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0103     |
|    n_updates            | 350        |
|    policy_gradient_loss | -0.00197   |
|    value_loss           | 0.0237     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.4        |
|    ep_rew_mean          | -5.86       |
| time/                   |             |
|    fps                  | 331         |
|    iterations           | 37          |
|    time_elapsed         | 915         |
|    total_timesteps      | 303104      |
| train/                  |             |
|    approx_kl            | 0.007811809 |
|    clip_fraction        | 0.0671      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.818      |
|    explained_variance   | 0.839       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0204     |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00314    |
|    value_loss           | 0.0158      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.8         |
|    ep_rew_mean          | -4.38        |
| time/                   |              |
|    fps                  | 332          |
|    iterations           | 38           |
|    time_elapsed         | 937          |
|    total_timesteps      | 311296       |
| train/                  |              |
|    approx_kl            | 0.0035439697 |
|    clip_fraction        | 0.037        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.787       |
|    explained_variance   | 0.922        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0117       |
|    n_updates            | 370          |
|    policy_gradient_loss | -0.000674    |
|    value_loss           | 0.0157       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 46.8        |
|    ep_rew_mean          | -5.68       |
| time/                   |             |
|    fps                  | 332         |
|    iterations           | 39          |
|    time_elapsed         | 961         |
|    total_timesteps      | 319488      |
| train/                  |             |
|    approx_kl            | 0.029331839 |
|    clip_fraction        | 0.0537      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.754      |
|    explained_variance   | 0.847       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00826     |
|    n_updates            | 380         |
|    policy_gradient_loss | 0.00706     |
|    value_loss           | 0.0413      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 50.1         |
|    ep_rew_mean          | -6.95        |
| time/                   |              |
|    fps                  | 332          |
|    iterations           | 40           |
|    time_elapsed         | 984          |
|    total_timesteps      | 327680       |
| train/                  |              |
|    approx_kl            | 0.0041763396 |
|    clip_fraction        | 0.0392       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.716       |
|    explained_variance   | 0.821        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00849      |
|    n_updates            | 390          |
|    policy_gradient_loss | -0.000585    |
|    value_loss           | 0.0208       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 29           |
|    ep_rew_mean          | -2.52        |
| time/                   |              |
|    fps                  | 333          |
|    iterations           | 41           |
|    time_elapsed         | 1005         |
|    total_timesteps      | 335872       |
| train/                  |              |
|    approx_kl            | 0.0062705497 |
|    clip_fraction        | 0.043        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.769       |
|    explained_variance   | 0.802        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00444      |
|    n_updates            | 400          |
|    policy_gradient_loss | 0.00209      |
|    value_loss           | 0.0282       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37.1        |
|    ep_rew_mean          | -3.34       |
| time/                   |             |
|    fps                  | 334         |
|    iterations           | 42          |
|    time_elapsed         | 1027        |
|    total_timesteps      | 344064      |
| train/                  |             |
|    approx_kl            | 0.006671133 |
|    clip_fraction        | 0.0491      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.82       |
|    explained_variance   | 0.774       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.02        |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.000449   |
|    value_loss           | 0.0355      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36           |
|    ep_rew_mean          | -4.68        |
| time/                   |              |
|    fps                  | 336          |
|    iterations           | 43           |
|    time_elapsed         | 1046         |
|    total_timesteps      | 352256       |
| train/                  |              |
|    approx_kl            | 0.0042318306 |
|    clip_fraction        | 0.0487       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.757       |
|    explained_variance   | 0.761        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00593     |
|    n_updates            | 420          |
|    policy_gradient_loss | 0.000993     |
|    value_loss           | 0.0276       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 38.7         |
|    ep_rew_mean          | -3.6         |
| time/                   |              |
|    fps                  | 338          |
|    iterations           | 44           |
|    time_elapsed         | 1065         |
|    total_timesteps      | 360448       |
| train/                  |              |
|    approx_kl            | 0.0044938494 |
|    clip_fraction        | 0.038        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.73        |
|    explained_variance   | 0.854        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00604     |
|    n_updates            | 430          |
|    policy_gradient_loss | 0.00012      |
|    value_loss           | 0.027        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 46           |
|    ep_rew_mean          | -4.36        |
| time/                   |              |
|    fps                  | 340          |
|    iterations           | 45           |
|    time_elapsed         | 1083         |
|    total_timesteps      | 368640       |
| train/                  |              |
|    approx_kl            | 0.0036679537 |
|    clip_fraction        | 0.0316       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.72        |
|    explained_variance   | 0.869        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00416     |
|    n_updates            | 440          |
|    policy_gradient_loss | 0.000883     |
|    value_loss           | 0.0251       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 45.6         |
|    ep_rew_mean          | -4.03        |
| time/                   |              |
|    fps                  | 341          |
|    iterations           | 46           |
|    time_elapsed         | 1103         |
|    total_timesteps      | 376832       |
| train/                  |              |
|    approx_kl            | 0.0040329383 |
|    clip_fraction        | 0.0336       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.723       |
|    explained_variance   | 0.849        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00538     |
|    n_updates            | 450          |
|    policy_gradient_loss | 0.000194     |
|    value_loss           | 0.0206       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.3         |
|    ep_rew_mean          | -5.47        |
| time/                   |              |
|    fps                  | 342          |
|    iterations           | 47           |
|    time_elapsed         | 1123         |
|    total_timesteps      | 385024       |
| train/                  |              |
|    approx_kl            | 0.0042313733 |
|    clip_fraction        | 0.0301       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.714       |
|    explained_variance   | 0.875        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0133      |
|    n_updates            | 460          |
